systematic	common	uniprot	in_orthodb	orthodb_og
YIL069C	RPS24B	P0CX32	N	
YIL070C	MAM33	P40513	N	
YIL071C	PCI8	P40512	N	
YIL071W-A		A0A023PZF3	N	
YIL072W	HOP1	P20050	N	
YIL073C	SPO22	P40511	N	
YIL074C	SER33	P40510	N	
YIL075C	RPN2	P32565	N	
YIL076W	SEC28	P40509	N	
YIL077C	PUP1	P40508	N	
YIL078W	THS1	P04801	N	
YIL079C	AIR1	P40507	N	
YIL082W	TY3A-I	Q99219	N	
YIL082W-A	TY3B-I	Q7LHG5	N	
YIL083C	CAB2	P40506	N	
YIL084C	SDS3	P40505	N	
YIL085C	KTR7	P40504	N	
YIL086C		P40503	N	
YIL087C	AIM19	P40502	N	
YIL088C	AVT7	P40501	N	
YIL089W		P40500	N	
YIL090W	ICE2	P40499	N	
YIL091C	UTP25	P40498	N	
YIL092W		P40497	N	
YIL093C	RSM25	P40496	N	
YIL094C	LYS12	P40495	N	
YIL095W	PRK1	P40494	N	
YIL096C	BMT5	P40493	N	
YIL097W	FYV10	P40492	N	
YIL098C	FMC1	P40491	N	
YIL099W	SGA1	P08019	N	
YIL100C-A		Q03884	N	
YIL100W		P40490	N	
YIL101C	XBP1	P40489	N	
YIL102C		P40488	N	
YIL102C-A		Q2V2P5	N	
YIL103W	DPH1	P40487	N	
YIL104C	SHQ1	P40486	N	
YIL105C	SLM1	P40485	N	
YIL105W-A		Q8TGN5	N	
YIL106W	MOB1	P40484	Y	5000211at2759
YIL107C	PFK26	P40433	N	
YIL108W		P40483	N	
YIL109C	SEC24	P40482	Y	5004504at2759
YIL110W	HPM1	P40481	N	
YIL111W	COX5B	P00425	N	
YIL112W	HOS4	P40480	Y	3051001at2759
YIL113W	SDP1	P40479	N	
YIL114C	POR2	P40478	N	
YIL115C	NUP159	P40477	N	
YIL115W-A		A0A023PZJ9	N	
YIL116W	HIS5	P07172	N	
YIL117C	PRM5	P40476	N	
YIL118W	RHO3	Q00245	Y	4575358at2759
YIL119C	RPI1	P23250	N	
YIL120W	QDR1	P40475	N	
YIL121W	QDR2	P40474	N	
YIL122W	POG1	P40473	N	
YIL123W	SIM1	P40472	N	
YIL124W	AYR1	P40471	N	
YIL125W	KGD1	P20967	N	
YIL126W	STH1	P32597	N	
YIL127C	RRT14	P40470	N	
YIL128W	MET18	P40469	N	
YIL129C	TAO3	P40468	N	
YIL130W	ASG1	P40467	N	
YIL131C	FKH1	P40466	N	
YIL132C	CSM2	P40465	N	
YIL133C	RPL16A	P26784	N	
YIL134C-A		Q45U18	N	
YIL134W	FLX1	P40464	N	
YIL135C	VHS2	P40463	N	
YIL136W	OM45	P16547	N	
YIL137C	TMA108	P40462	N	
YIL138C	TPM2	P40414	N	
YIL139C	REV7	P38927	N	
YIL140W	AXL2	P38928	N	
YIL141W		P40461	N	
YIL142C-A		A0A023PYI2	N	
YIL142W	CCT2	P39076	N	
YIL143C	SSL2	Q00578	N	
YIL144W	NDC80	P40460	N	
YIL145C	PAN6	P40459	N	
YIL146C	ATG32	P40458	N	
YIL147C	SLN1	P39928	N	
YIL148W	RPL40A	P0CH08	N	
YIL149C	MLP2	P40457	N	
YIL150C	MCM10	P32354	N	
YIL151C	ESL1	P40456	N	
YIL152W		P40455	N	
YIL153W	RRD1	P40454	N	
YIL154C	IMP2'	P32351	N	
YIL155C	GUT2	P32191	N	
YIL156W	UBP7	P40453	N	
YIL156W-A		A0A023PXG3	N	
YIL156W-B	ATG44	Q2V2P4	N	
YIL157C	COA1	P40452	N	
YIL158W	AIM20	P40451	N	
YIL159W	BNR1	P40450	N	
YIL160C	POT1	P27796	N	
YIL161W		P40449	N	
YIL162W	SUC2	P00724	N	
YIL163C		P40448	N	
YIL164C	NIT1	P40447	N	
YIL165C		P40446	N	
YIL166C		P40445	N	
YIL167W	SDL1	P0CF22	N	
YIL168W		P0CF21	N	
YIL169C	CSS1	P40442	N	
YIL170W	HXT12	P40441	N	
YIL171W		P40440	N	
YIL171W-A		A0A023PXN9	N	
YIL172C	IMA3	P0CW40	N	
YIL173W	VTH1	P40438	N	
YIL174W		P0CL25	N	
YIL175W		P0CL23	N	
YIL176C	PAU14	P0CE89	N	
YIL177C		P40434	N	
YIL177W-A		P0CL41	N	
YIR001C	SGN1	P40561	N	
YIR002C	MPH1	P40562	N	
YIR003W	AIM21	P40563	N	
YIR004W	DJP1	P40564	Y	4932650at2759
YIR005W	IST3	P40565	N	
YIR006C	PAN1	P32521	N	
YIR007W	EGH1	P40566	N	
YIR008C	PRI1	P10363	N	
YIR009W	MSL1	P40567	N	
YIR010W	DSN1	P40568	N	
YIR011C	STS1	P38637	N	
YIR012W	SQT1	P35184	N	
YIR013C	GAT4	P40569	N	
YIR014W	VLD1	P40570	N	
YIR015W	RPR2	P40571	N	
YIR016W		P40572	N	
YIR017C	MET28	P40573	N	
YIR017W-A		Q03885	N	
YIR018C-A		Q3E7Z3	N	
YIR018W	YAP5	P40574	N	
YIR019C	FLO11	P08640	N	
YIR020C		P40575	N	
YIR020C-B		Q03888	N	
YIR020W-A		Q03886	N	
YIR021W	MRS1	P07266	N	
YIR021W-A		Q3E739	N	
YIR022W	SEC11	P15367	N	
YIR023C-A		A0A023PZF9	N	
YIR023W	DAL81	P21657	N	
YIR024C	INA22	P40576	N	
YIR025W	MND2	P40577	N	
YIR026C	YVH1	Q02256	N	
YIR027C	DAL1	P32375	N	
YIR028W	DAL4	Q04895	N	
YIR029W	DAL2	P25335	N	
YIR030C	DCG1	P32460	N	
YIR030W-A		A0A023PZK4	N	
YIR031C	DAL7	P21826	N	
YIR032C	DAL3	P32459	N	
YIR033W	MGA2	P40578	N	
YIR034C	LYS1	P38998	N	
YIR035C	NRE1	P40579	N	
YIR036C	IRC24	P40580	N	
YIR036W-A		A0A023PYI5	N	
YIR037W	HYR1	P40581	N	
YIR038C	GTT1	P40582	N	
YIR039C	YPS6	P40583	N	
YIR040C		P40584	N	
YIR041W	PAU15	P40585	N	
YIR042C		P40586	N	
YIR043C		P40587	N	
YIR044C		P40588	N	
YJL001W	PRE3	P38624	Y	4969676at2759
YJL002C	OST1	P41543	N	
YJL003W	COX16	P47081	N	
YJL004C	SYS1	P41544	N	
YJL005W	CYR1	P08678	N	
YJL006C	CTK2	P46962	N	
YJL007C		P47080	N	
YJL008C	CCT8	P47079	N	
YJL009W		P47078	N	
YJL010C	NOP9	P47077	Y	469239at2759
YJL011C	RPC17	P47076	N	
YJL012C	VTC4	P47075	N	
YJL013C	MAD3	P47074	N	
YJL014W	CCT3	P39077	N	
YJL015C		P47073	N	
YJL016W		P47072	N	
YJL019W	MPS3	P47069	N	
YJL020C	BBC1	P47068	N	
YJL020W-A		Q8TGN2	N	
YJL022W		P47066	N	
YJL023C	PET130	P47065	N	
YJL024C	APS3	P47064	N	
YJL025W	RRN7	P40992	N	
YJL026C-A		Q8TGJ8	N	
YJL026W	RNR2	P09938	N	
YJL027C		P47063	N	
YJL028W		P47062	N	
YJL029C	VPS53	P47061	N	
YJL030W	MAD2	P40958	N	
YJL031C	BET4	Q00618	N	
YJL032W		P47059	N	
YJL033W	HCA4	P20448	N	
YJL034W	KAR2	P16474	N	
YJL035C	TAD2	P47058	N	
YJL036W	SNX4	P47057	N	
YJL037W	IRC18	P47056	N	
YJL038C	LOH1	P47055	N	
YJL039C	NUP192	P47054	N	
YJL041W	NSP1	P14907	N	
YJL042W	MHP1	P43638	N	
YJL043W		P47053	N	
YJL044C	GYP6	P32806	N	
YJL045W		P47052	N	
YJL046W	AIM22	P47051	N	
YJL047C	RTT101	P47050	N	
YJL047C-A		Q3E737	N	
YJL048C	UBX6	P47049	N	
YJL049W		P47048	N	
YJL050W	MTR4	P47047	Y	5015443at2759
YJL051W	IRC8	P47046	N	
YJL052C-A		Q3E837	N	
YJL052W	TDH1	P00360	N	
YJL053W	PEP8	P40335	N	
YJL054W	TIM54	P47045	N	
YJL055W		P47044	N	
YJL056C	ZAP1	P47043	N	
YJL057C	IKS1	P47042	N	
YJL058C	BIT61	P47041	N	
YJL059W	YHC3	P47040	N	
YJL060W	BNA3	P47039	N	
YJL061W	NUP82	P40368	N	
YJL062W	LAS21	P40367	N	
YJL062W-A	COA3	Q3E7B2	N	
YJL063C	MRPL8	P22353	N	
YJL064W		P47038	N	
YJL065C	DLS1	P40366	N	
YJL066C	MPM1	P40364	N	
YJL067W		P40365	N	
YJL068C		P40363	N	
YJL069C	UTP18	P40362	N	
YJL070C		P40361	N	
YJL071W	ARG2	P40360	N	
YJL072C	PSF2	P40359	N	
YJL073W	JEM1	P40358	N	
YJL074C	SMC3	P47037	N	
YJL075C	APQ13	P47036	N	
YJL076W	NET1	P47035	N	
YJL077C	ICS3	P47034	N	
YJL077W-A		Q8TGN3	N	
YJL077W-B		Q8TGT3	N	
YJL078C	PRY3	P47033	N	
YJL079C	PRY1	P47032	N	
YJL080C	SCP160	P06105	N	
YJL081C	ARP4	P80428	N	
YJL082W	IML2	P47031	N	
YJL083W	TAX4	P47030	N	
YJL084C	ALY2	P47029	N	
YJL085W	EXO70	P19658	N	
YJL086C		P47028	N	
YJL087C	TRL1	P09880	N	
YJL088W	ARG3	P05150	N	
YJL089W	SIP4	P46954	N	
YJL090C	DPB11	P47027	N	
YJL091C	GWT1	P47026	N	
YJL092W	SRS2	P12954	N	
YJL093C	TOK1	P40310	N	
YJL094C	KHA1	P40309	N	
YJL095W	BCK1	Q01389	N	
YJL096W	MRPL49	P40858	N	
YJL097W	PHS1	P40857	N	
YJL098W	SAP185	P40856	N	
YJL099W	CHS6	P40955	N	
YJL100W	LSB6	P42951	N	
YJL101C	GSH1	P32477	N	
YJL102W	MEF2	P39677	N	
YJL103C	GSM1	P42950	N	
YJL104W	PAM16	P42949	N	
YJL105W	SET4	P42948	N	
YJL106W	IME2	P32581	N	
YJL107C		P42947	N	
YJL108C	PRM10	P42946	N	
YJL109C	UTP10	P42945	N	
YJL110C	GZF3	P42944	N	
YJL111W	CCT7	P42943	N	
YJL112W	MDV1	P47025	N	
YJL113W	TY4B-J	P47024	N	
YJL114W	TY4A-J	P47023	N	
YJL115W	ASF1	P32447	N	
YJL116C	NCA3	P46955	N	
YJL117W	PHO86	P46956	N	
YJL118W		P47022	N	
YJL119C		P47021	N	
YJL120W		P47020	N	
YJL121C	RPE1	P46969	N	
YJL122W	ALB1	P47019	N	
YJL123C	MTC1	P47018	N	
YJL124C	LSM1	P47017	N	
YJL125C	GCD14	P46959	N	
YJL126W	NIT2	P47016	N	
YJL127C	SPT10	P35208	N	
YJL127C-B	MCO6	Q3E828	N	
YJL127W-A		P0C5P1	N	
YJL128C	PBS2	P08018	Y	533856at2759
YJL129C	TRK1	P12685	N	
YJL130C	URA2	P07259	N	
YJL131C	AIM23	P47015	N	
YJL132W		P47014	N	
YJL133C-A		Q3E7A3	N	
YJL133W	MRS3	P10566	N	
YJL134W	LCB3	P47013	N	
YJL135W		P47012	N	
YJL136C	RPS21B	Q3E754	N	
YJL136W-A		Q3E801	N	
YJL137C	GLG2	P47011	N	
YJL139C	YUR1	P26725	N	
YJL140W	RPB4	P20433	N	
YJL141C	YAK1	P14680	N	
YJL142C	IRC9	P47010	N	
YJL143W	TIM17	P39515	N	
YJL144W		P47009	N	
YJL145W	SFH5	P47008	N	
YJL146W	IDS2	P46958	N	
YJL147C	MRX5	P47007	N	
YJL148W	RPA34	P47006	N	
YJL149W	DAS1	P47005	N	
YJL150W		P47004	N	
YJL151C	SNA3	P14359	N	
YJL152W		P47003	N	
YJL153C	INO1	P11986	N	
YJL154C	VPS35	P34110	N	
YJL155C	FBP26	P32604	N	
YJL156C	SSY5	P47002	N	
YJL156W-A		P0C5N9	N	
YJL157C	FAR1	P21268	N	
YJL158C	CIS3	P47001	N	
YJL159W	HSP150	P32478	N	
YJL160C	PIR5	P46999	N	
YJL161W	FMP33	P46998	N	
YJL162C	JJJ2	P46997	Y	4932650at2759
YJL163C		P46996	N	
YJL164C	TPK1	P06244	N	
YJL165C	HAL5	P38970	N	
YJL166W	QCR8	P08525	N	
YJL167W	ERG20	P08524	N	
YJL168C	SET2	P46995	N	
YJL169W		P46994	N	
YJL170C	ASG7	P46993	N	
YJL171C	TOH1	P46992	N	
YJL172W	CPS1	P27614	N	
YJL173C	RFA3	P26755	N	
YJL174W	KRE9	P39005	N	
YJL175W		P46991	N	
YJL176C	SWI3	P32591	N	
YJL177W	RPL17B	P46990	N	
YJL178C	ATG27	P46989	N	
YJL179W	PFD1	P46988	N	
YJL180C	ATP12	P22135	N	
YJL181W		P46987	N	
YJL182C		P46986	N	
YJL183W	MNN11	P46985	N	
YJL184W	GON7	P46984	N	
YJL185C	ATG36	P46983	N	
YJL186W	MNN5	P46982	N	
YJL187C	SWE1	P32944	N	
YJL188C	BUD19	O94143	N	
YJL189W	RPL39	P04650	N	
YJL190C	RPS22A	P0C0W1	N	
YJL191W	RPS14B	P39516	N	
YJL192C	SOP4	P39543	N	
YJL193W		P39542	N	
YJL194W	CDC6	P09119	N	
YJL195C		P39541	N	
YJL196C	ELO1	P39540	N	
YJL197C-A		P0C5P0	N	
YJL197W	UBP12	P39538	N	
YJL198W	PHO90	P39535	N	
YJL199C	MBB1	P39534	N	
YJL200C	ACO2	P39533	N	
YJL201W	ECM25	P32525	N	
YJL202C		P39532	N	
YJL203W	PRP21	P32524	N	
YJL204C	RCY1	P39531	N	
YJL205C	NCE101	Q02820	N	
YJL206C		P39529	N	
YJL207C	LAA1	P39526	N	
YJL208C	NUC1	P08466	N	
YJL209W	CBP1	P07252	N	
YJL210W	PEX2	P32800	N	
YJL211C		P40898	N	
YJL212C	OPT1	P40897	N	
YJL213W		P40896	N	
YJL214W	HXT8	P40886	N	
YJL215C		P40895	N	
YJL216C	IMA5	P40884	N	
YJL217W	REE1	P40893	N	
YJL218W		P40892	N	
YJL219W	HXT9	P40885	N	
YJL220W		P40891	N	
YJL221C	IMA4	P0CW41	N	
YJL222W	VTH2	P40890	N	
YJL222W-A		P0CL26	N	
YJL222W-B		P0CL24	N	
YJL223C	PAU1	P0CE88	N	
YJL225C		P40889	N	
YJL225W-A		P0CL42	N	
YJR001W	AVT1	P47082	N	
YJR002W	MPP10	P47083	N	
YJR003C	MRX12	P47084	N	
YJR004C	SAG1	P20840	N	
YJR005C-A	LSO1	Q3E827	N	
YJR005W	APL1	P27351	N	
YJR006W	POL31	P46957	N	
YJR007W	SUI2	P20459	N	
YJR008W	MHO1	P47085	N	
YJR009C	TDH2	P00358	N	
YJR010C-A	SPC1	P46965	N	
YJR010W	MET3	P08536	N	
YJR011C		P47086	N	
YJR012C	PEX39	P47087	N	
YJR013W	GPI14	P47088	N	
YJR014W	TMA22	P47089	N	
YJR015W		P47090	N	
YJR016C	ILV3	P39522	N	
YJR017C	ESS1	P22696	N	
YJR018W		P47091	N	
YJR019C	TES1	P41903	N	
YJR020W		P47092	N	
YJR021C	REC107	P21651	N	
YJR022W	LSM8	P47093	N	
YJR023C		P47094	N	
YJR024C	MDE1	P47095	N	
YJR025C	BNA1	P47096	N	
YJR026W	TY1A-JR1	P0CX74	N	
YJR027W	TY1B-JR1	P47098	N	
YJR028W	TY1A-JR2	P47099	N	
YJR029W	TY1B-JR2	P47100	N	
YJR030C		P47101	N	
YJR031C	GEA1	P47102	N	
YJR032W	CPR7	P47103	N	
YJR033C	RAV1	P47104	N	
YJR034W	PET191	Q02772	N	
YJR035W	RAD26	P40352	N	
YJR036C	HUL4	P40985	N	
YJR037W		P47105	N	
YJR038C		P47106	N	
YJR039W		P47107	N	
YJR040W	GEF1	P37020	N	
YJR041C	URB2	P47108	N	
YJR042W	NUP85	P46673	N	
YJR043C	POL32	P47110	N	
YJR044C	VPS55	P47111	N	
YJR045C	SSC1	P0CS90	N	
YJR046W	TAH11	P47112	N	
YJR047C	ANB1	P19211	N	
YJR048W	CYC1	P00044	N	
YJR049C	UTR1	P21373	N	
YJR050W	ISY1	P21374	N	
YJR051W	OSM1	P21375	N	
YJR052W	RAD7	P06779	N	
YJR053W	BFA1	P47113	N	
YJR054W	KCH1	P47114	N	
YJR055W	HIT1	P46973	N	
YJR056C		P47115	N	
YJR057W	CDC8	P00572	N	
YJR058C	APS2	Q00381	Y	4836479at2759
YJR059W	PTK2	P47116	N	
YJR060W	CBF1	P17106	N	
YJR061W	MNN14	P40355	N	
YJR062C	NTA1	P40354	N	
YJR063W	RPA12	P32529	N	
YJR064W	CCT5	P40413	N	
YJR065C	ARP3	P47117	N	
YJR066W	TOR1	P35169	N	
YJR067C	YAE1	P47118	N	
YJR068W	RFC2	P40348	N	
YJR069C	HAM1	P47119	N	
YJR070C	LIA1	P47120	N	
YJR071W		P47121	N	
YJR072C	NPA3	P47122	N	
YJR073C	OPI3	P05375	N	
YJR074W	MOG1	P47123	N	
YJR075W	HOC1	P47124	N	
YJR076C	CDC11	P32458	Y	2731767at2759
YJR077C	MIR1	P23641	N	
YJR078W	BNA2	P47125	N	
YJR079W		P47126	N	
YJR080C	AIM24	P47127	N	
YJR082C	EAF6	P47128	N	
YJR083C	ACF4	P47129	N	
YJR084W	CSN12	P47130	N	
YJR085C		P47131	N	
YJR086W	STE18	P18852	N	
YJR087W		P47132	N	
YJR088C	EMC2	P47133	N	
YJR089W	BIR1	P47134	N	
YJR090C	GRR1	P24814	N	
YJR091C	JSN1	P47135	N	
YJR092W	BUD4	P47136	N	
YJR093C	FIP1	P45976	N	
YJR094C	IME1	P21190	N	
YJR094W-A	RPL43B	P0CX26	N	
YJR095W	SFC1	P33303	N	
YJR096W		P47137	Y	4660629at2759
YJR097W	JJJ3	P47138	Y	4932650at2759
YJR098C		P47139	N	
YJR099W	YUH1	P35127	N	
YJR100C	AIM25	P47140	N	
YJR101W	RSM26	P47141	N	
YJR102C	VPS25	P47142	N	
YJR103W	URA8	P38627	N	
YJR104C	SOD1	P00445	N	
YJR105W	ADO1	P47143	N	
YJR106W	ECM27	P47144	N	
YJR107C-A		P0CT86	N	
YJR107W	LIH1	P47145	N	
YJR108W	ABM1	P47146	N	
YJR109C	CPA2	P03965	N	
YJR110W	YMR1	P47147	N	
YJR111C	PXP2	P47148	N	
YJR112W	NNF1	P47149	N	
YJR112W-A		Q3E743	N	
YJR113C	RSM7	P47150	N	
YJR114W		P47151	N	
YJR115W		P47152	N	
YJR116W	TDA4	P47153	N	
YJR117W	STE24	P47154	N	
YJR118C	ILM1	P47155	N	
YJR119C	JHD2	P47156	Y	5018321at2759
YJR120W		P47157	N	
YJR121W	ATP2	P00830	N	
YJR122W	IBA57	P47158	N	
YJR123W	RPS5	P26783	N	
YJR124C		P47159	N	
YJR125C	ENT3	P47160	N	
YJR126C	VPS70	P47161	N	
YJR127C	RSF2	P46974	N	
YJR128W		P47162	N	
YJR129C	EFM3	P47163	N	
YJR130C	STR2	P47164	N	
YJR131W	MNS1	P32906	N	
YJR132W	NMD5	P46970	N	
YJR133W	XPT1	P47165	N	
YJR134C	SGM1	P47166	N	
YJR135C	MCM22	P47167	N	
YJR135W-A	TIM8	P57744	N	
YJR136C	TTI2	P47168	N	
YJR137C	MET5	P47169	N	
YJR138W	IML1	P47170	N	
YJR139C	HOM6	P31116	N	
YJR140C	HIR3	P47171	N	
YJR140W-A		Q8TGN1	N	
YJR141W		P47172	N	
YJR142W		P47173	N	
YJR143C	PMT4	P46971	N	
YJR144W	MGM101	P32787	N	
YJR145C	RPS4A	P0CX35	N	
YJR146W		P47174	N	
YJR147W	HMS2	P47175	N	
YJR148W	BAT2	P47176	N	
YJR149W		P47177	N	
YJR150C	DAN1	P47178	N	
YJR151C	DAN4	P47179	N	
YJR151W-A		Q3E775	N	
YJR152W	DAL5	P15365	N	
YJR153W	PGU1	P47180	N	
YJR154W		P47181	N	
YJR155W	AAD10	P47182	N	
YJR156C	THI11	P47183	N	
YJR157W		P47184	N	
YJR158W	HXT16	P47185	N	
YJR159W	SOR1	P35497	N	
YJR160C	MPH3	P0CE00	N	
YJR161C	COS5	P47187	N	
YJR162C		P47188	N	
YKL001C	MET14	Q02196	N	
YKL002W	DID4	P36108	N	
YKL003C	MRP17	P28778	N	
YKL004W	AUR1	P36107	N	
YKL005C	BYE1	P36106	N	
YKL006C-A	SFT1	P43682	N	
YKL006W	RPL14A	P36105	N	
YKL007W	CAP1	P28495	N	
YKL008C	LAC1	P28496	N	
YKL009W	MRT4	P33201	N	
YKL010C	UFD4	P33202	N	
YKL011C	CCE1	Q03702	N	
YKL012W	PRP40	P33203	N	
YKL013C	ARC19	P33204	N	
YKL014C	URB1	P34241	N	
YKL015W	PUT3	P25502	N	
YKL016C	ATP7	P30902	N	
YKL017C	HCS1	P34243	N	
YKL018C-A		Q3E7A7	N	
YKL018W	SWD2	P36104	Y	5013778at2759
YKL019W	RAM2	P29703	N	
YKL020C	SPT23	P35210	N	
YKL021C	MAK11	P20484	N	
YKL022C	CDC16	P09798	N	
YKL023C-A		Q2V2P3	N	
YKL023W		P36103	N	
YKL024C	URA6	P15700	N	
YKL025C	PAN3	P36102	N	
YKL026C	GPX1	P36014	N	
YKL027W	TCD2	P36101	N	
YKL028W	TFA1	P36100	N	
YKL029C	MAE1	P36013	N	
YKL030W		P36099	N	
YKL031W		P36098	N	
YKL032C	IXR1	P33417	N	
YKL033W	TTI1	P36097	N	
YKL033W-A		Q86ZR7	N	
YKL034W	TUL1	P36096	N	
YKL035W	UGP1	P32861	N	
YKL036C		P32859	N	
YKL037W	AIM26	P32858	N	
YKL038W	RGT1	P32862	N	
YKL039W	PTM1	P32857	N	
YKL040C	NFU1	P32860	N	
YKL041W	VPS24	P36095	N	
YKL042W	SPC42	P36094	N	
YKL043W	PHD1	P36093	N	
YKL044W		P36092	N	
YKL045W	PRI2	P20457	N	
YKL046C	DCW1	P36091	N	
YKL047W	ANR2	P36090	N	
YKL048C	ELM1	P32801	N	
YKL049C	CSE4	P36012	N	
YKL050C		P35736	N	
YKL051W	SFK1	P35735	N	
YKL052C	ASK1	P35734	N	
YKL053C-A	MDM35	O60200	N	
YKL053W		P35733	N	
YKL054C	DEF1	P35732	N	
YKL055C	OAR1	P35731	N	
YKL056C	TMA19	P35691	N	
YKL057C	NUP120	P35729	N	
YKL058W	TOA2	P32774	N	
YKL059C	MPE1	P35728	N	
YKL060C	FBA1	P14540	N	
YKL061W	BLI1	P35727	N	
YKL062W	MSN4	P33749	N	
YKL063C		P35725	N	
YKL064W	MNR2	P35724	N	
YKL065C	YET1	P35723	N	
YKL065W-A		Q2V2P2	N	
YKL066W		P36089	N	
YKL067W	YNK1	P36010	N	
YKL068W	NUP100	Q02629	N	
YKL068W-A		Q3E826	N	
YKL069W		P36088	N	
YKL070W		P36087	N	
YKL071W		P36086	N	
YKL072W	STB6	P36085	N	
YKL073W	LHS1	P36016	N	
YKL074C	MUD2	P36084	N	
YKL075C		P36083	N	
YKL076C	PSY1	P36082	N	
YKL077W	PSG1	P36081	N	
YKL078W	DHR2	P36009	Y	194710at2759
YKL079W	SMY1	P32364	N	
YKL080W	VMA5	P31412	N	
YKL081W	TEF4	P36008	N	
YKL082C	RRP14	P36080	N	
YKL083W		P36079	N	
YKL084W	HOT13	P36078	N	
YKL085W	MDH1	P17505	N	
YKL086W	SRX1	P36077	N	
YKL087C	CYT2	Q00873	N	
YKL088W	CAB3	P36076	N	
YKL089W	MIF2	P35201	N	
YKL090W	CUE2	P36075	N	
YKL091C		P33324	N	
YKL092C	BUD2	P33314	N	
YKL093W	MBR1	P23493	N	
YKL094W	YJU3	P28321	N	
YKL095W	YJU2	P28320	N	
YKL096C-B		Q8TGT2	N	
YKL096W	CWP1	P28319	N	
YKL096W-A	CWP2	P43497	N	
YKL097C		P34245	N	
YKL098W	MTC2	P34246	N	
YKL099C	UTP11	P34247	N	
YKL100C	YPF1	P34248	N	
YKL100W-A		P0C5P2	N	
YKL101W	HSL1	P34244	N	
YKL102C		P34249	N	
YKL103C	APE1	P14904	N	
YKL104C	GFA1	P14742	N	
YKL104W-A		A0A8D9UGU6	N	
YKL105C	SEG2	P34250	N	
YKL106C-A		Q3E7A0	N	
YKL106W	AAT1	Q01802	N	
YKL107W		P34251	N	
YKL108W	SLD2	P34252	N	
YKL109W	HAP4	P14064	N	
YKL110C	KTI12	P34253	N	
YKL111C		P36074	N	
YKL112W	ABF1	P14164	N	
YKL113C	RAD27	P26793	N	
YKL114C	APN1	P22936	N	
YKL115C		P36073	N	
YKL116C	PRR1	P28708	N	
YKL117W	SBA1	P28707	N	
YKL118W		P36072	N	
YKL119C	VPH2	P32341	N	
YKL120W	OAC1	P32332	N	
YKL121W	DGR2	P32330	N	
YKL122C	SRP21	P32342	N	
YKL123W		P36071	N	
YKL124W	SSH4	P32343	N	
YKL125W	RRN3	P36070	N	
YKL126W	YPK1	P12688	N	
YKL127W	PGM1	P33401	N	
YKL128C	PMU1	P36069	N	
YKL129C	MYO3	P36006	Y	4588649at2759
YKL130C	SHE2	P36068	N	
YKL131W		P36067	N	
YKL132C	RMA1	P36001	N	
YKL133C		P36066	N	
YKL134C	OCT1	P35999	N	
YKL135C	APL2	P36000	N	
YKL136W		P36065	N	
YKL137W	CMC1	P36064	N	
YKL138C	MRPL31	P14063	N	
YKL138C-A	HSK3	P69852	N	
YKL139W	CTK1	Q03957	N	
YKL140W	TGL1	P34163	N	
YKL141W	SDH3	P33421	N	
YKL142W	MRP8	P35719	N	
YKL143W	LTV1	P34078	N	
YKL144C	RPC25	P35718	N	
YKL145W	RPT1	P33299	N	
YKL145W-A		P0C5P3	N	
YKL146W	AVT3	P36062	N	
YKL147C		P36061	N	
YKL148C	SDH1	Q00711	N	
YKL149C	DBR1	P24309	N	
YKL150W	MCR1	P36060	N	
YKL151C	NNR2	P36059	N	
YKL152C	GPM1	P00950	N	
YKL153W		P36058	N	
YKL154W	SRP102	P36057	N	
YKL155C	RSM22	P36056	N	
YKL156C-A		Q8TGN0	N	
YKL156W	RPS27A	P35997	N	
YKL157W	APE2	P32454	N	
YKL159C	RCN1	P36054	N	
YKL160W	ELF1	P36053	N	
YKL161C	KDX1	P36005	Y	4988636at2759
YKL162C		P36052	N	
YKL162C-A		P0C5P4	N	
YKL163W	PIR3	Q03180	N	
YKL164C	PIR1	Q03178	N	
YKL165C	MCD4	P36051	N	
YKL165C-A		P0C5P5	N	
YKL166C	TPK3	P05986	N	
YKL167C	MRP49	P32388	N	
YKL168C	KKQ8	P36004	N	
YKL169C		P36050	N	
YKL170W	MRPL38	P35996	N	
YKL171W	NNK1	P36003	N	
YKL172W	EBP2	P36049	N	
YKL173W	SNU114	P36048	N	
YKL174C	TPO5	P36029	N	
YKL175W	ZRT3	P34240	N	
YKL176C	LST4	P34239	N	
YKL177W		P34238	N	
YKL178C	STE3	P06783	N	
YKL179C	COY1	P34237	N	
YKL180W	RPL17A	P05740	N	
YKL181W	PRS1	P32895	N	
YKL182W	FAS1	P07149	N	
YKL183C-A		Q3E765	N	
YKL183W	LOT5	P34234	N	
YKL184W	SPE1	P08432	N	
YKL185W	ASH1	P34233	N	
YKL186C	MTR2	P34232	N	
YKL187C		P34231	N	
YKL188C	PXA2	P34230	Y	5001821at2759
YKL189W	HYM1	P32464	N	
YKL190W	CNB1	P25296	N	
YKL191W	DPH2	P32461	N	
YKL192C	ACP1	P32463	N	
YKL193C	SDS22	P36047	N	
YKL194C	MST1	P07236	N	
YKL195W	MIA40	P36046	N	
YKL196C	YKT6	P36015	N	
YKL197C	PEX1	P24004	N	
YKL198C	PTK1	P36002	N	
YKL201C	MNN4	P36044	N	
YKL202W		P36042	N	
YKL203C	TOR2	P32600	N	
YKL204W	EAP1	P36041	N	
YKL205W	LOS1	P33418	N	
YKL206C	ADD66	P36040	N	
YKL207W	EMC3	P36039	N	
