yeast_systematic	yeast_common	yeast_uniprot	human_symbol	human_uniprot	ortholog_type	cluster_id	cluster_score	yeast_confidence	human_confidence	source
YGR240C	PFK1	P16861	PFKP	Q01813	m:n	136	614	0.189	1.0	InParanoid9
YMR205C	PFK2	P16862	PFKM	P08237	m:n	136	614	1.0	0.541	InParanoid9
YMR205C	PFK2	P16862	PFKL	P17858	m:n	136	614	1.0	0.508	InParanoid9
YMR205C	PFK2	P16862	PFKP	Q01813	m:n	136	614	1.0	1.0	InParanoid9
YBR202W	MCM7	P38132	MCM7	P33993	1:1	137	614	1.0	1.0	InParanoid9
YFR031C	SMC2	P38989	SMC2	O95347	1:1	138	614	1.0	1.0	InParanoid9
YOR048C	RAT1	Q02792	XRN2	Q9H0D6	1:1	139	612	1.0	1.0	InParanoid9
YLL001W	DNM1	P54861	DNM1L	O00429	1:1	140	610	1.0	1.0	InParanoid9
YDL007W	RPT2	P40327	PSMC1	P62191	1:1	141	610	1.0	1.0	InParanoid9
YGL048C	RPT6	Q01939	PSMC5	P62195	1:1	142	605	1.0	1.0	InParanoid9
YLR086W	SMC4	Q12267	SMC4	Q9NTJ3	1:1	143	604	1.0	1.0	InParanoid9
YBR143C	SUP45	P12385	ETF1	P62495	1:1	144	603	1.0	1.0	InParanoid9
YDR430C	CYM1	P32898	PITRM1	Q5JRX3	1:1	145	602	1.0	1.0	InParanoid9
YBR121C	GRS1	P38088	GARS1	P41250	m:n	146	600	1.0	1.0	InParanoid9
YPR081C	GRS2	Q06817	GARS1	P41250	m:n	146	600	0.186	1.0	InParanoid9
YLR359W	ADE13	Q05911	ADSL	P30566	1:1	147	596	1.0	1.0	InParanoid9
YDR188W	CCT6	P39079	CCT6A	P40227	m:n	148	593	1.0	1.0	InParanoid9
YDR188W	CCT6	P39079	CCT6B	Q92526	m:n	148	593	1.0	0.71	InParanoid9
YLR153C	ACS2	P52910	ACSS2	Q9NR19	m:n	149	593	1.0	1.0	InParanoid9
YAL054C	ACS1	Q01574	ACSS2	Q9NR19	m:n	149	593	0.224	1.0	InParanoid9
YLR289W	GUF1	P46943	GUF1	Q8N442	1:1	150	593	1.0	1.0	InParanoid9
YLL034C	RIX7	Q07844	NVL	O15381	1:1	151	592	1.0	1.0	InParanoid9
YPL040C	ISM1	P48526	IARS2	Q9NSE4	1:1	152	592	1.0	1.0	InParanoid9
YOR117W	RPT5	P33297	PSMC3	P17980	1:1	153	591	1.0	1.0	InParanoid9
YGL163C	RAD54	P32863	RAD54L	Q92698	1:1	154	588	1.0	1.0	InParanoid9
YGL238W	CSE1	P33307	CSE1L	P55060	1:1	155	588	1.0	1.0	InParanoid9
YER125W	RSP5	P39940	NEDD4	P46934	m:n	156	587	1.0	0.352	InParanoid9
YER125W	RSP5	P39940	NEDD4L	Q96PU5	m:n	156	587	1.0	1.0	InParanoid9
YEL032W	MCM3	P24279	MCM3	P25205	1:1	157	587	1.0	1.0	InParanoid9
YKL165C	MCD4	P36051	PIGN	O95427	1:1	158	585	1.0	1.0	InParanoid9
YNL247W		P53852	CARS1	P49589	1:1	159	583	1.0	1.0	InParanoid9
YMR301C	ATM1	P40416	ABCB7	O75027	1:1	160	582	1.0	1.0	InParanoid9
YNR001C	CIT1	P00890	CS	O75390	m:n	161	580	1.0	1.0	InParanoid9
YCR005C	CIT2	P08679	CS	O75390	m:n	161	580	0.458	1.0	InParanoid9
YOR356W	CIR2	Q08822	ETFDH	Q16134	1:1	162	580	1.0	1.0	InParanoid9
YLR175W	CBF5	P33322	DKC1	O60832	1:1	163	580	1.0	1.0	InParanoid9
YGL137W	SEC27	P41811	COPB2	P35606	1:1	164	576	1.0	1.0	InParanoid9
YMR128W	ECM16	Q04217	DHX37	Q8IY37	1:1	165	572	1.0	1.0	InParanoid9
YNL330C	RPD3	P32561	HDAC1	Q13547	m:n	166	571	1.0	0.593	InParanoid9
YNL330C	RPD3	P32561	HDAC2	Q92769	m:n	166	571	1.0	1.0	InParanoid9
YGL156W	AMS1	P22855	MAN2C1	Q9NTJ4	1:1	167	570	1.0	1.0	InParanoid9
YBR229C	ROT2	P38138	GANAB	Q14697	m:n	168	568	1.0	1.0	InParanoid9
YBR229C	ROT2	P38138	GANC	Q8TET4	m:n	168	568	1.0	0.285	InParanoid9
YDL160C	DHH1	P39517	DDX6	P26196	1:1	169	568	1.0	1.0	InParanoid9
YLR259C	HSP60	P19882	HSPD1	P10809	1:1	170	567	1.0	1.0	InParanoid9
YNL112W	DBP2	P24783	DDX5	P17844	m:n	171	566	1.0	1.0	InParanoid9
YNL112W	DBP2	P24783	DDX17	Q92841	m:n	171	566	1.0	0.299	InParanoid9
YER036C	ARB1	P40024	ABCF2	Q9UG63	1:1	172	564	1.0	1.0	InParanoid9
YCL017C	NFS1	P25374	NFS1	Q9Y697	1:1	173	562	1.0	1.0	InParanoid9
YLR397C	AFG2	P32794	AFG2A	Q8NB90	1:1	174	562	1.0	1.0	InParanoid9
YLL040C	VPS13	Q07878	VPS13C	Q709C8	m:n	175	560	1.0	0.291	InParanoid9
YLL040C	VPS13	Q07878	VPS13A	Q96RL7	m:n	175	560	1.0	1.0	InParanoid9
YPL006W	NCR1	Q12200	NPC1	O15118	m:n	176	560	1.0	1.0	InParanoid9
YPL006W	NCR1	Q12200	NPC1L1	Q9UHC9	m:n	176	560	1.0	0.163	InParanoid9
YER133W	GLC7	P32598	PPP1CC	P36873	m:n	177	559	1.0	1.0	InParanoid9
YER133W	GLC7	P32598	PPP1CA	P62136	m:n	177	559	1.0	0.531	InParanoid9
YER133W	GLC7	P32598	PPP1CB	P62140	m:n	177	559	1.0	0.292	InParanoid9
YDR457W	TOM1	Q03280	HUWE1	Q7Z6Z7	1:1	178	559	1.0	1.0	InParanoid9
YGR254W	ENO1	P00924	ENO1	P06733	m:n	179	557	1.0	0.575	InParanoid9
YGR254W	ENO1	P00924	ENO2	P09104	m:n	179	557	1.0	0.582	InParanoid9
YGR254W	ENO1	P00924	ENO3	P13929	m:n	179	557	1.0	1.0	InParanoid9
YHR174W	ENO2	P00925	ENO1	P06733	m:n	179	557	0.881	0.575	InParanoid9
YHR174W	ENO2	P00925	ENO2	P09104	m:n	179	557	0.881	0.582	InParanoid9
YHR174W	ENO2	P00925	ENO3	P13929	m:n	179	557	0.881	1.0	InParanoid9
YOR393W	ERR1	P0CX10	ENO1	P06733	m:n	179	557	0.241	0.575	InParanoid9
YOR393W	ERR1	P0CX10	ENO2	P09104	m:n	179	557	0.241	0.582	InParanoid9
YOR393W	ERR1	P0CX10	ENO3	P13929	m:n	179	557	0.241	1.0	InParanoid9
YPL281C	ERR2	P0CX11	ENO1	P06733	m:n	179	557	0.241	0.575	InParanoid9
YPL281C	ERR2	P0CX11	ENO2	P09104	m:n	179	557	0.241	0.582	InParanoid9
YPL281C	ERR2	P0CX11	ENO3	P13929	m:n	179	557	0.241	1.0	InParanoid9
YMR323W	ERR3	P42222	ENO1	P06733	m:n	179	557	0.241	0.575	InParanoid9
YMR323W	ERR3	P42222	ENO2	P09104	m:n	179	557	0.241	0.582	InParanoid9
YMR323W	ERR3	P42222	ENO3	P13929	m:n	179	557	0.241	1.0	InParanoid9
YLR180W	SAM1	P10659	MAT2A	P31153	m:n	180	557	1.0	0.575	InParanoid9
YLR180W	SAM1	P10659	MAT1A	Q00266	m:n	180	557	1.0	1.0	InParanoid9
YDR502C	SAM2	P19358	MAT2A	P31153	m:n	180	557	0.749	0.575	InParanoid9
YDR502C	SAM2	P19358	MAT1A	Q00266	m:n	180	557	0.749	1.0	InParanoid9
YDL084W	SUB2	Q07478	DDX39A	O00148	m:n	181	557	1.0	0.759	InParanoid9
YDL084W	SUB2	Q07478	DDX39B	Q13838	m:n	181	557	1.0	1.0	InParanoid9
YOR204W	DED1	P06634	DDX3X	O00571	m:n	182	555	0.366	0.765	InParanoid9
YOR204W	DED1	P06634	DDX3Y	O15523	m:n	182	555	0.366	1.0	InParanoid9
YPL119C	DBP1	P24784	DDX3X	O00571	m:n	182	555	1.0	0.765	InParanoid9
YPL119C	DBP1	P24784	DDX3Y	O15523	m:n	182	555	1.0	1.0	InParanoid9
YPL093W	NOG1	Q02892	GTPBP4	Q9BZE4	1:1	183	555	1.0	1.0	InParanoid9
YFR009W	GCN20	P43535	ABCF3	Q9NUQ8	1:1	184	554	1.0	1.0	InParanoid9
YHR019C	DED81	P38707	NARS1	O43776	1:1	185	554	1.0	1.0	InParanoid9
YBL004W	UTP20	P35194	UTP20	O75691	1:1	186	553	1.0	1.0	InParanoid9
YDL164C	CDC9	P04819	LIG1	P18858	1:1	187	548	1.0	1.0	InParanoid9
YKL127W	PGM1	P33401	PGM1	P36871	m:n	188	547	0.644	1.0	InParanoid9
YKL127W	PGM1	P33401	PGM5	Q15124	m:n	188	547	0.644	0.434	InParanoid9
YMR105C	PGM2	P37012	PGM1	P36871	m:n	188	547	1.0	1.0	InParanoid9
YMR105C	PGM2	P37012	PGM5	Q15124	m:n	188	547	1.0	0.434	InParanoid9
YGL236C	MTO1	P53070	MTO1	Q9Y2Z2	1:1	189	545	1.0	1.0	InParanoid9
YDR394W	RPT3	P33298	PSMC4	P43686	1:1	190	545	1.0	1.0	InParanoid9
YFL018C	LPD1	P09624	DLD	P09622	1:1	191	545	1.0	1.0	InParanoid9
YGL207W	SPT16	P32558	SUPT16H	Q9Y5B9	1:1	192	545	1.0	1.0	InParanoid9
YOR063W	RPL3	P14126	RPL3	P39023	m:n	193	543	1.0	1.0	InParanoid9
YOR063W	RPL3	P14126	RPL3L	Q92901	m:n	193	543	1.0	0.441	InParanoid9
YLL018C	DPS1	P04802	DARS1	P14868	1:1	194	540	1.0	1.0	InParanoid9
YOR259C	RPT4	P53549	PSMC6	P62333	1:1	195	540	1.0	1.0	InParanoid9
YLR058C	SHM2	P37291	SHMT1	P34896	m:n	196	536	1.0	1.0	InParanoid9
YLR058C	SHM2	P37291	SHMT2	P34897	m:n	196	536	1.0	0.178	InParanoid9
YLR378C	SEC61	P32915	SEC61A1	P61619	m:n	197	535	1.0	1.0	InParanoid9
YLR378C	SEC61	P32915	SEC61A2	Q9H9S3	m:n	197	535	1.0	0.897	InParanoid9
YMR049C	ERB1	Q04660	BOP1	Q14137	1:1	198	535	1.0	1.0	InParanoid9
YHR072W	ERG7	P38604	LSS	P48449	1:1	199	535	1.0	1.0	InParanoid9
YOL006C	TOP1	P04786	TOP1	P11387	m:n	200	533	1.0	1.0	InParanoid9
YOL006C	TOP1	P04786	TOP1MT	Q969P6	m:n	200	533	1.0	0.449	InParanoid9
YLR277C	YSH1	Q06224	CPSF3	Q9UKF6	1:1	201	533	1.0	1.0	InParanoid9
YGL006W	PMC1	P38929	ATP2B1	P20020	m:n	202	532	1.0	1.0	InParanoid9
YGL006W	PMC1	P38929	ATP2B4	P23634	m:n	202	532	1.0	0.69	InParanoid9
YGL006W	PMC1	P38929	ATP2B2	Q01814	m:n	202	532	1.0	0.769	InParanoid9
YGL006W	PMC1	P38929	ATP2B3	Q16720	m:n	202	532	1.0	0.746	InParanoid9
YDL066W	IDP1	P21954	IDH1	O75874	m:n	203	532	1.0	1.0	InParanoid9
YDL066W	IDP1	P21954	IDH2	P48735	m:n	203	532	1.0	1.0	InParanoid9
YLR174W	IDP2	P41939	IDH1	O75874	m:n	203	532	1.0	1.0	InParanoid9
YLR174W	IDP2	P41939	IDH2	P48735	m:n	203	532	1.0	1.0	InParanoid9
YNL009W	IDP3	P53982	IDH1	O75874	m:n	203	532	0.408	1.0	InParanoid9
YNL009W	IDP3	P53982	IDH2	P48735	m:n	203	532	0.408	1.0	InParanoid9
YLR240W	VPS34	P22543	PIK3C3	Q8NEB9	1:1	204	530	1.0	1.0	InParanoid9
YDL029W	ARP2	P32381	ACTR2	P61160	1:1	205	530	1.0	1.0	InParanoid9
YLR382C	NAM2	P11325	LARS2	Q15031	1:1	206	528	1.0	1.0	InParanoid9
YCR012W	PGK1	P00560	PGK1	P00558	m:n	207	526	1.0	1.0	InParanoid9
YCR012W	PGK1	P00560	PGK2	P07205	m:n	207	526	1.0	0.724	InParanoid9
YOR014W	RTS1	P38903	PPP2R5C	Q13362	m:n	208	521	1.0	0.464	InParanoid9
YOR014W	RTS1	P38903	PPP2R5D	Q14738	m:n	208	521	1.0	1.0	InParanoid9
YOR014W	RTS1	P38903	PPP2R5A	Q15172	m:n	208	521	1.0	0.151	InParanoid9
YOR014W	RTS1	P38903	PPP2R5B	Q15173	m:n	208	521	1.0	0.109	InParanoid9
YOR014W	RTS1	P38903	PPP2R5E	Q16537	m:n	208	521	1.0	0.151	InParanoid9
YDR172W	SUP35	P05453	GSPT1	P15170	m:n	209	518	1.0	1.0	InParanoid9
YDR172W	SUP35	P05453	GSPT2	Q8IYD1	m:n	209	518	1.0	0.805	InParanoid9
YML057W	CMP2	P14747	PPP3CB	P16298	m:n	210	516	1.0	0.677	InParanoid9
YML057W	CMP2	P14747	PPP3CC	P48454	m:n	210	516	1.0	1.0	InParanoid9
YML057W	CMP2	P14747	PPP3CA	Q08209	m:n	210	516	1.0	1.0	InParanoid9
YLR433C	CNA1	P23287	PPP3CB	P16298	m:n	210	516	1.0	0.677	InParanoid9
YLR433C	CNA1	P23287	PPP3CC	P48454	m:n	210	516	1.0	1.0	InParanoid9
YLR433C	CNA1	P23287	PPP3CA	Q08209	m:n	210	516	1.0	1.0	InParanoid9
YKL157W	APE2	P32454	NPEPPSL1	A6NEC2	m:n	211	516	0.619	0.308	InParanoid9
YKL157W	APE2	P32454	NPEPPS	P55786	m:n	211	516	0.619	1.0	InParanoid9
YHR047C	AAP1	P37898	NPEPPSL1	A6NEC2	m:n	211	516	1.0	0.308	InParanoid9
YHR047C	AAP1	P37898	NPEPPS	P55786	m:n	211	516	1.0	1.0	InParanoid9
YJL153C	INO1	P11986	ISYNA1	Q9NPH2	1:1	212	516	1.0	1.0	InParanoid9
YDR097C	MSH6	Q03834	MSH6	P52701	1:1	213	515	1.0	1.0	InParanoid9
YDR270W	CCC2	P38995	ATP7B	P35670	m:n	214	513	1.0	1.0	InParanoid9
YDR270W	CCC2	P38995	ATP7A	Q04656	m:n	214	513	1.0	0.438	InParanoid9
YNL220W	ADE12	P80210	ADSS2	P30520	m:n	215	510	1.0	0.49	InParanoid9
YNL220W	ADE12	P80210	ADSS1	Q8N142	m:n	215	510	1.0	1.0	InParanoid9
YKR059W	TIF1; TIF2	P10081	EIF4A1	P60842	m:n	216	509	1.0	1.0	InParanoid9
YKR059W	TIF1; TIF2	P10081	EIF4A2	Q14240	m:n	216	509	1.0	0.783	InParanoid9
YDL134C	PPH21	P23594	PPP2CB	P62714	m:n	217	508	0.67	1.0	InParanoid9
YDL134C	PPH21	P23594	PPP2CA	P67775	m:n	217	508	0.67	0.905	InParanoid9
YDL188C	PPH22	P23595	PPP2CB	P62714	m:n	217	508	1.0	1.0	InParanoid9
YDL188C	PPH22	P23595	PPP2CA	P67775	m:n	217	508	1.0	0.905	InParanoid9
YOR168W	GLN4	P13188	QARS1	P47897	1:1	218	508	1.0	1.0	InParanoid9
YCR093W	CDC39	P25655	CNOT1	A5YKK6	1:1	219	507	1.0	1.0	InParanoid9
YOR187W	TUF1	P02992	TUFM	P49411	1:1	220	507	1.0	1.0	InParanoid9
YER165W	PAB1	P04147	PABPC4L	P0CB38	m:n	221	506	1.0	0.07	InParanoid9
YER165W	PAB1	P04147	PABPC1	P11940	m:n	221	506	1.0	0.59	InParanoid9
YER165W	PAB1	P04147	PABPC4	Q13310	m:n	221	506	1.0	1.0	InParanoid9
YER165W	PAB1	P04147	PABPC1L	Q4VXU2	m:n	221	506	1.0	0.371	InParanoid9
YER165W	PAB1	P04147	PABPC3	Q9H361	m:n	221	506	1.0	0.477	InParanoid9
YML059C	NTE1	Q04958	PNPLA7	Q6ZV29	m:n	222	505	1.0	0.46	InParanoid9
YML059C	NTE1	Q04958	PNPLA6	Q8IY17	m:n	222	505	1.0	1.0	InParanoid9
YLR060W	FRS1	P15624	FARSB	Q9NSD9	1:1	223	503	1.0	1.0	InParanoid9
YLR305C	STT4	P37297	PI4KA	P42356	1:1	224	502	1.0	1.0	InParanoid9
YKL035W	UGP1	P32861	UGP2	Q16851	1:1	225	501	1.0	1.0	InParanoid9
YPR173C	VPS4	P52917	VPS4B	O75351	m:n	226	500	1.0	1.0	InParanoid9
YPR173C	VPS4	P52917	VPS4A	Q9UN37	m:n	226	500	1.0	0.499	InParanoid9
YDR021W	FAL1	Q12099	EIF4A3	P38919	1:1	227	499	1.0	1.0	InParanoid9
YER136W	GDI1	P39958	GDI1	P31150	m:n	228	498	1.0	1.0	InParanoid9
YER136W	GDI1	P39958	GDI2	P50395	m:n	228	498	1.0	1.0	InParanoid9
YNL287W	SEC21	P32074	COPG2	Q9UBF2	m:n	229	498	1.0	1.0	InParanoid9
YNL287W	SEC21	P32074	COPG1	Q9Y678	m:n	229	498	1.0	0.76	InParanoid9
YML075C	HMG1	P12683	HMGCR	P04035	m:n	230	498	1.0	1.0	InParanoid9
YLR450W	HMG2	P12684	HMGCR	P04035	m:n	230	498	0.498	1.0	InParanoid9
YNR053C	NOG2	P53742	GNL2	Q13823	1:1	231	498	1.0	1.0	InParanoid9
YNL325C	FIG4	P42837	FIG4	Q92562	1:1	232	498	1.0	1.0	InParanoid9
YHR018C	ARG4	P04076	ASL	P04424	1:1	233	496	1.0	1.0	InParanoid9
YER073W	ALD5	P40047	ALDH1A2	O94788	m:n	234	491	0.351	0.386	InParanoid9
YER073W	ALD5	P40047	ALDH1A1	P00352	m:n	234	491	0.351	0.323	InParanoid9
YER073W	ALD5	P40047	ALDH2	P05091	m:n	234	491	0.351	0.501	InParanoid9
YER073W	ALD5	P40047	ALDH1B1	P30837	m:n	234	491	0.351	1.0	InParanoid9
YER073W	ALD5	P40047	ALDH1A3	P47895	m:n	234	491	0.351	0.303	InParanoid9
YOR374W	ALD4	P46367	ALDH1A2	O94788	m:n	234	491	1.0	0.386	InParanoid9
YOR374W	ALD4	P46367	ALDH1A1	P00352	m:n	234	491	1.0	0.323	InParanoid9
YOR374W	ALD4	P46367	ALDH2	P05091	m:n	234	491	1.0	0.501	InParanoid9
YOR374W	ALD4	P46367	ALDH1B1	P30837	m:n	234	491	1.0	1.0	InParanoid9
YOR374W	ALD4	P46367	ALDH1A3	P47895	m:n	234	491	1.0	0.303	InParanoid9
YPL061W	ALD6	P54115	ALDH1A2	O94788	m:n	234	491	0.137	0.386	InParanoid9
YPL061W	ALD6	P54115	ALDH1A1	P00352	m:n	234	491	0.137	0.323	InParanoid9
YPL061W	ALD6	P54115	ALDH2	P05091	m:n	234	491	0.137	0.501	InParanoid9
YPL061W	ALD6	P54115	ALDH1B1	P30837	m:n	234	491	0.137	1.0	InParanoid9
YPL061W	ALD6	P54115	ALDH1A3	P47895	m:n	234	491	0.137	0.303	InParanoid9
YMR167W	MLH1	P38920	MLH1	P40692	1:1	235	490	1.0	1.0	InParanoid9
YJL033W	HCA4	P20448	DDX10	Q13206	1:1	236	489	1.0	1.0	InParanoid9
YAL036C	RBG1	P39729	DRG1	Q9Y295	1:1	237	488	1.0	1.0	InParanoid9
YEL071W	DLD3	P39976	D2HGDH	Q8N465	m:n	238	486	0.274	1.0	InParanoid9
YDL178W	DLD2	P46681	D2HGDH	Q8N465	m:n	238	486	1.0	1.0	InParanoid9
YJR065C	ARP3	P47117	ACTR3	P61158	m:n	239	486	1.0	1.0	InParanoid9
YJR065C	ARP3	P47117	ACTR3B	Q9P1U1	m:n	239	486	1.0	1.0	InParanoid9
YDL168W	SFA1	P32771	ADH1B	P00325	m:n	240	481	1.0	0.054	InParanoid9
YDL168W	SFA1	P32771	ADH5	P11766	m:n	240	481	1.0	1.0	InParanoid9
YAL038W	CDC19	P00549	PKM	P14618	m:n	241	480	1.0	1.0	InParanoid9
YAL038W	CDC19	P00549	PKLR	P30613	m:n	241	480	1.0	1.0	InParanoid9
YOR347C	PYK2	P52489	PKM	P14618	m:n	241	480	1.0	1.0	InParanoid9
YOR347C	PYK2	P52489	PKLR	P30613	m:n	241	480	1.0	1.0	InParanoid9
YFR044C	DUG1	P43616	CNDP1	Q96KN2	m:n	242	480	1.0	0.099	InParanoid9
YFR044C	DUG1	P43616	CNDP2	Q96KP4	m:n	242	480	1.0	1.0	InParanoid9
YJL008C	CCT8	P47079	CCT8	P50990	1:1	243	480	1.0	1.0	InParanoid9
YFR038W	IRC5	P43610	HELLS	Q9NRZ9	1:1	244	478	1.0	1.0	InParanoid9
YJL101C	GSH1	P32477	GCLC	P48506	1:1	245	475	1.0	1.0	InParanoid9
YLR347C	KAP95	Q06142	KPNB1	Q14974	1:1	246	472	1.0	1.0	InParanoid9
YPL106C	SSE1	P32589	HSPA4L	O95757	m:n	247	471	1.0	0.418	InParanoid9
YPL106C	SSE1	P32589	HSPA4	P34932	m:n	247	471	1.0	0.473	InParanoid9
YPL106C	SSE1	P32589	HSPH1	Q92598	m:n	247	471	1.0	1.0	InParanoid9
YBR169C	SSE2	P32590	HSPA4L	O95757	m:n	247	471	0.655	0.418	InParanoid9
YBR169C	SSE2	P32590	HSPA4	P34932	m:n	247	471	0.655	0.473	InParanoid9
YBR169C	SSE2	P32590	HSPH1	Q92598	m:n	247	471	0.655	1.0	InParanoid9
YFL008W	SMC1	P32908	SMC1A	Q14683	m:n	248	470	1.0	1.0	InParanoid9
YFL008W	SMC1	P32908	SMC1B	Q8NDV3	m:n	248	470	1.0	0.386	InParanoid9
YIL155C	GUT2	P32191	GPD2	P43304	1:1	249	470	1.0	1.0	InParanoid9
YGR270W	YTA7	P40340	ATAD2	Q6PL18	m:n	250	469	1.0	0.291	InParanoid9
YGR270W	YTA7	P40340	ATAD2B	Q9ULI0	m:n	250	469	1.0	1.0	InParanoid9
YDR062W	LCB2	P40970	SPTLC2	O15270	m:n	251	467	1.0	1.0	InParanoid9
YDR062W	LCB2	P40970	SPTLC3	Q9NUV7	m:n	251	467	1.0	0.482	InParanoid9
YDL031W	DBP10	Q12389	DDX54	Q8TDD1	1:1	252	467	1.0	1.0	InParanoid9
YMR304W	UBP15	P50101	USP7	Q93009	1:1	253	466	1.0	1.0	InParanoid9
YMR308C	PSE1	P32337	IPO5	O00410	m:n	254	465	1.0	1.0	InParanoid9
YMR308C	PSE1	P32337	RANBP6	O60518	m:n	254	465	1.0	0.764	InParanoid9
YGR145W	ENP2	P48234	NOL10	Q9BSC4	1:1	255	463	1.0	1.0	InParanoid9
YNL161W	CBK1	P53894	STK38	Q15208	m:n	256	462	1.0	0.748	InParanoid9
YNL161W	CBK1	P53894	STK38L	Q9Y2H1	m:n	256	462	1.0	1.0	InParanoid9
YER095W	RAD51	P25454	RAD51	Q06609	1:1	257	462	1.0	1.0	InParanoid9
YDR256C	CTA1	P15202	CAT	P04040	1:1	258	461	1.0	1.0	InParanoid9
YJL026W	RNR2	P09938	RRM2	P31350	m:n	259	460	1.0	1.0	InParanoid9
YJL026W	RNR2	P09938	RRM2B	Q7LG56	m:n	259	460	1.0	0.322	InParanoid9
YKL209C	STE6	P12866	ABCB11	O95342	m:n	260	459	1.0	0.409	InParanoid9
YKL209C	STE6	P12866	ABCB1	P08183	m:n	260	459	1.0	1.0	InParanoid9
YKL209C	STE6	P12866	ABCB4	P21439	m:n	260	459	1.0	0.71	InParanoid9
YKL209C	STE6	P12866	ABCB5	Q2M3G0	m:n	260	459	1.0	0.464	InParanoid9
YPL207W	TYW1	Q08960	TYW1B	Q6NUM6	m:n	261	459	1.0	0.771	InParanoid9
YPL207W	TYW1	Q08960	TYW1	Q9NV66	m:n	261	459	1.0	1.0	InParanoid9
YPR024W	YME1	P32795	YME1L1	Q96TA2	1:1	262	459	1.0	1.0	InParanoid9
YAL023C	PMT2	P31382	POMT2	Q9UKY4	m:n	263	458	1.0	1.0	InParanoid9
YGR199W	PMT6	P42934	POMT2	Q9UKY4	m:n	263	458	0.211	1.0	InParanoid9
YOR321W	PMT3	P47190	POMT2	Q9UKY4	m:n	263	458	0.524	1.0	InParanoid9
YGL125W	MET13	P53128	MTHFR	P42898	1:1	264	457	1.0	1.0	InParanoid9
YOL004W	SIN3	P22579	SIN3B	O75182	m:n	265	456	1.0	0.335	InParanoid9
YOL004W	SIN3	P22579	SIN3A	Q96ST3	m:n	265	456	1.0	1.0	InParanoid9
YFL022C	FRS2	P15625	FARSA	Q9Y285	1:1	266	456	1.0	1.0	InParanoid9
YPR033C	HTS1	P07263	HARS1	P12081	m:n	267	454	1.0	1.0	InParanoid9
YPR033C	HTS1	P07263	HARS2	P49590	m:n	267	454	1.0	0.527	InParanoid9
YLR384C	IKI3	Q06706	ELP1	O95163	1:1	268	454	1.0	1.0	InParanoid9
YBR006W	UGA2	P38067	ALDH5A1	P51649	1:1	269	454	1.0	1.0	InParanoid9
YLR197W	NOP56	Q12460	NOP56	O00567	1:1	270	453	1.0	1.0	InParanoid9
YOL097C	WRS1	Q12109	WARS1	P23381	1:1	271	452	1.0	1.0	InParanoid9
YNL082W	PMS1	P14242	PMS2	P54278	1:1	272	452	1.0	1.0	InParanoid9
YHR170W	NMD3	P38861	NMD3	Q96D46	1:1	273	452	1.0	1.0	InParanoid9
YCL054W	SPB1	P25582	FTSJ3	Q8IY81	1:1	274	452	1.0	1.0	InParanoid9
YNL250W	RAD50	P12753	RAD50	Q92878	1:1	275	451	1.0	1.0	InParanoid9
YLR188W	MDL1	P33310	ABCB10	Q9NRK6	m:n	276	450	1.0	1.0	InParanoid9
YPL270W	MDL2	P33311	ABCB10	Q9NRK6	m:n	276	450	0.084	1.0	InParanoid9
YKL135C	APL2	P36000	AP2B1	P63010	m:n	277	449	1.0	1.0	InParanoid9
YKL135C	APL2	P36000	AP1B1	Q10567	m:n	277	449	1.0	0.793	InParanoid9
YGL251C	HFM1	P51979	HFM1	A2PYH4	1:1	278	449	1.0	1.0	InParanoid9
YLR409C	UTP21	Q06078	WDR36	Q8NI36	1:1	279	448	1.0	1.0	InParanoid9
YGL190C	CDC55	Q00362	PPP2R2A	P63151	m:n	280	445	1.0	0.798	InParanoid9
YGL190C	CDC55	Q00362	PPP2R2B	Q00005	m:n	280	445	1.0	0.697	InParanoid9
YGL190C	CDC55	Q00362	PPP2R2D	Q66LE6	m:n	280	445	1.0	1.0	InParanoid9
YGL190C	CDC55	Q00362	PPP2R2C	Q9Y2T4	m:n	280	445	1.0	0.662	InParanoid9
YHR065C	RRP3	P38712	DDX47	Q9H0S4	1:1	281	445	1.0	1.0	InParanoid9
YCR092C	MSH3	P25336	MSH3	P20585	1:1	282	444	1.0	1.0	InParanoid9
YJR009C	TDH2	P00358	GAPDHS	O14556	m:n	283	443	0.902	0.091	InParanoid9
YJR009C	TDH2	P00358	GAPDH	P04406	m:n	283	443	0.902	1.0	InParanoid9
YGR192C	TDH3	P00359	GAPDHS	O14556	m:n	283	443	1.0	0.091	InParanoid9
YGR192C	TDH3	P00359	GAPDH	P04406	m:n	283	443	1.0	1.0	InParanoid9
YJL052W	TDH1	P00360	GAPDHS	O14556	m:n	283	443	0.729	0.091	InParanoid9
YJL052W	TDH1	P00360	GAPDH	P04406	m:n	283	443	0.729	1.0	InParanoid9
YPR088C	SRP54	P20424	SRP54	P61011	1:1	284	443	1.0	1.0	InParanoid9
YLR234W	TOP3	P13099	TOP3A	Q13472	1:1	285	442	1.0	1.0	InParanoid9
YHR164C	DNA2	P38859	DNA2	P51530	1:1	286	441	1.0	1.0	InParanoid9
YNL241C	ZWF1	P11412	G6PD	P11413	1:1	287	439	1.0	1.0	InParanoid9
YFR019W	FAB1	P34756	PIKFYVE	Q9Y2I7	1:1	288	436	1.0	1.0	InParanoid9
YLR083C	EMP70	P32802	TM9SF4	Q92544	m:n	289	435	1.0	1.0	InParanoid9
