systematic	common	uniprot	seq_len
YGL126W	SCS3	P53012	380
YOL043C	NTG2	Q08214	380
YDR354W	TRP4	P07285	380
YCL016C	DCC1	P25559	380
YGL263W	COS12	P53053	380
YAL032C	PRP45	P28004	379
YJL053W	PEP8	P40335	379
YDR268W	MSW1	P04803	379
YNL230C	ELA1	P53861	379
YML132W	COS3	P0CX13	379
YHR063C	PAN5	P38787	379
YGL185C	YGL185C	P53100	379
YBR302C	COS2	P0CX12	379
YFL062W	COS4	P43542	379
YOR008C	SLG1	P54867	378
YOL003C	PFA4	Q12006	378
YNR074C	AIF1	P52923	378
YHR112C	YHR112C	P38716	378
YLR105C	SEN2	P16658	377
YOL126C	MDH2	P22133	377
YDL188C	PPH22	P23595	377
YMR214W	SCJ1	P25303	377
YBR192W	RIM2	P38127	377
YIL110W	HPM1	P40481	377
YKR004C	ECM9	Q02202	377
YGL155W	CDC43	P18898	376
YGL148W	ARO2	P28777	376
YLR332W	MID2	P36027	376
YBR161W	CSH1	P38287	376
YHR052W	CIC1	P38779	376
YGL105W	ARC1	P46672	376
YJR148W	BAT2	P47176	376
YML060W	OGG1	P53397	376
YGL255W	ZRT1	P32804	376
YMR030W	RSF1	Q05043	376
YOR193W	PEX27	Q08580	376
YOR388C	FDH1	Q08911	376
YNL331C	AAD14	P42884	376
YGR168C	YGR168C	P53293	376
YNL134C	YNL134C	P53912	376
YBL029W	YBL029W	P38201	376
YLR460C	YLR460C	P54007	376
YMR083W	ADH3	P07246	375
YNL307C	MCK1	P21965	375
YBR204C	LDH1	P38139	375
YDR142C	PEX7	P39108	375
YFL039C	ACT1	P60010	375
YDL193W	NUS1	Q12063	375
YGR286C	BIO2	P32451	375
YOR390W	FEX1	Q08913	375
YPL279C	FEX2	Q08991	375
YOL128C	YGK3	Q12222	375
YDR171W	HSP42	Q12329	375
YPL001W	HAT1	Q12341	374
YDR459C	PFA5	Q03289	374
YNR075W	COS10	P52924	374
YMR289W	ABZ2	Q03266	374
YDR415C	YDR415C	Q04033	374
R0020C	REP1	P03871	373
YIR034C	LYS1	P38998	373
YDR113C	PDS1	P40316	373
YIL006W	YIA6	P40556	373
YMR276W	DSK2	P48510	373
YNL288W	CAF40	P53829	373
YMR294W	JNM1	P36224	373
YMR191W	SPG5	P42933	373
YPL165C	SET6	Q12529	373
YDR249C	YDR249C	Q03787	373
YIL035C	CKA1	P15790	372
YDR517W	GRH1	Q04410	372
YNR041C	COQ2	P32378	372
YDL211C	YDL211C	Q12121	372
YPR078C	YPR078C	Q06813	372
YMR201C	RAD14	P28519	371
YIL094C	LYS12	P40495	371
YLR216C	CPR6	P53691	371
YNL005C	MRP7	P12687	371
YOR242C	SSP2	Q08646	371
YPR035W	GLN1	P32288	370
YKR076W	ECM4	P36156	370
YMR139W	RIM11	P38615	370
YDR191W	HST4	P53688	370
YDR035W	ARO3	P14843	370
YBR249C	ARO4	P32449	370
YGL063W	PUS2	P53167	370
YDR438W	THI74	Q04083	370
YGL159W	YGL159W	P53110	370
YGR079W	YGR079W	P53249	370
YDL134C	PPH21	P23594	369
YOR136W	IDH2	P28241	369
YAL036C	RBG1	P39729	369
YPL018W	CTF19	Q02732	369
YGR052W	FMP48	P53233	369
YML066C	SMA2	Q04658	369
YLR224W	UCC1	Q05947	369
YGL248W	PDE1	P22434	369
YPR191W	QCR2	P07257	368
YGR040W	KSS1	P14681	368
YPR065W	ROX1	P25042	368
YNR032W	PPG1	P32838	368
YIR025W	MND2	P40577	368
YDR318W	MCM21	Q06675	368
YFL029C	CAK1	P43568	368
YGR173W	RBG2	P53295	368
YMR166C	MME1	Q03829	368
YMR114C	YMR114C	Q04471	368
YCR102C	YCR102C	P25608	368
YBL081W	YBL081W	P38180	368
YKL114C	APN1	P22936	367
YPL209C	IPL1	P38991	367
YER118C	SHO1	P40073	367
YDR531W	CAB1	Q04430	367
YLR405W	DUS4	Q06063	367
YOL010W	RCL1	Q08096	367
YDR322W	MRPL35	Q06678	367
YMR097C	MTG1	Q03151	367
YLR137W	RKM5	Q12367	367
YBR057C	MUM2	P38236	366
YMR028W	TAP42	Q04372	366
YBR018C	GAL7	P08431	366
YBR221C	PDB1	P32473	366
YKL043W	PHD1	P36093	366
YHR040W	BCD1	P38772	366
YOR037W	CYC2	P38909	366
YGR257C	MTM1	P53320	366
YNL080C	EOS1	P53938	366
YHR097C	YHR097C	P38809	366
YNL173C	MDG1	P53885	366
YMR251W	GTO3	Q04806	366
YDR158W	HOM2	P13663	365
YLR056W	ERG3	P32353	365
YKR042W	UTH1	P36135	365
YER107C	GLE2	P40066	365
YIL083C	CAB2	P40506	365
YMR270C	RRN9	P53437	365
YDR273W	DON1	Q05610	365
YMR152W	YIM1	P28625	365
YDR065W	RRG1	Q12167	365
YLR063W	BMT6	Q12291	365
YML131W	YML131W	Q03102	365
YIR026C	YVH1	Q02256	364
YPL236C	ENV7	Q12003	364
YCL018W	LEU2	P04173	364
YLR420W	URA4	P20051	364
YBR065C	ECM2	P38241	364
YKL042W	SPC42	P36094	363
YPL096W	PNG1	Q02890	363
YIR021W	MRS1	P07266	363
YLR141W	RRN5	Q02983	363
YKR077W	MSA2	P36157	363
YCR019W	MAK32	P23060	363
YCR107W	AAD3	P25612	363
YOL042W	NGL1	Q08213	363
YOR338W	YOR338W	Q99326	363
YFR018C	YFR018C	P43599	363
YLR157C	ASP3-2	P0CX77	362
YLR158C	ASP3-3	P0CX78	362
YLR160C	ASP3-4	P0CX79	362
YLR155C	ASP3-1	P0CZ17	362
YBR031W	RPL4A	P10664	362
YGR028W	MSP1	P28737	362
YDR047W	HEM12	P32347	362
YBR105C	VID24	P38263	362
YDR012W	RPL4B	P49626	362
YDR414C	ERD1	P16151	362
YCR095C	OCA4	P25366	362
YKR066C	CCP1	P00431	361
YCR105W	ADH7	P25377	361
YFR046C	CNN1	P43618	361
YGR048W	UFD1	P53044	361
YDL055C	PSA1	P41940	361
YJR153W	PGU1	P47180	361
YDR494W	RSM28	Q03430	361
YJR094C	IME1	P21190	360
YNL037C	IDH1	P28834	360
YIL079C	AIR1	P40507	360
YMR318C	ADH6	Q04894	360
YLR215C	CDC123	Q05791	360
YPR075C	OPY2	Q06810	360
YCL064C	CHA1	P25379	360
YPL191C	YPL191C	Q08930	360
YOR221C	MCT1	Q12283	360
YKL060C	FBA1	P14540	359
YJR139C	HOM6	P31116	359
YHR069C	RRP4	P38792	359
YGL211W	NCS6	P53088	359
YLR246W	ERF2	Q06551	359
YML021C	UNG1	P12887	359
YPL152W	RRD2	Q12461	358
YJR147W	HMS2	P47175	358
YBR053C	YBR053C	P38235	358
YOL064C	MET22	P32179	357
YPL015C	HST2	P53686	357
YNL191W	DUG3	P53871	357
YHR025W	THR1	P17423	357
YCR044C	PER1	P25625	357
YJR159W	SOR1	P35497	357
YER127W	LCP5	P40079	357
YHR002W	LEU5	P38702	357
YNL187W	SWT21	P53873	357
YDL246C	SOR2	Q07786	357
YKL098W	MTC2	P34246	357
YML119W	YML119W	Q03208	357
YOL047C	LDS2	Q08218	356
YGR154C	GTO1	P48239	356
YLR070C	XYL2	Q07993	356
YPR040W	TIP41	Q12199	356
YJL131C	AIM23	P47015	356
YDL144C	YDL144C	Q07589	356
YDR173C	ARG82	P07250	355
YBL074C	AAR2	P32357	355
YKR100C	SKG1	P36169	355
YMR244W	YMR244W	Q04018	355
YLR287C	YLR287C	Q05881	355
YNL229C	URE2	P23202	354
YCL034W	LSB5	P25369	354
YBR087W	RFC5	P38251	354
YDL100C	GET3	Q12154	354
YNL160W	YGP1	P38616	354
YBR076W	ECM8	P38246	354
Q0075	AI5_BETA	Q9ZZX0	354
YHR054C	YHR054C	P38780	354
YBL016W	FUS3	P16892	353
YJR068W	RFC2	P40348	353
YPL138C	SPP1	Q03012	353
YKL011C	CCE1	Q03702	353
YDL115C	IWR1	Q07532	353
YOR173W	DCS2	Q12123	353
YPL011C	TAF3	Q12297	353
YFR007W	YFH7	P43591	353
YDR451C	YHP1	Q04116	353
YKL051W	SFK1	P35735	353
YKR011C	YKR011C	Q02209	353
YPL264C	YPL264C	Q08980	353
YJL167W	ERG20	P08524	352
YNL007C	SIS1	P25294	352
YDL226C	GCS1	P35197	352
YML067C	ERV41	Q04651	352
YML047C	PRM6	Q04705	352
YOL104C	NDJ1	Q12366	352
YKR070W	YKR070W	P36151	352
YJR060W	CBF1	P17106	351
YNL231C	PDR16	P53860	351
YBR145W	ADH5	P38113	351
YIL122W	POG1	P40473	351
YDR202C	RAV2	Q03956	351
YDL107W	MSS2	P40990	351
YNL164C	IBD2	P53892	351
YJR043C	POL32	P47110	350
YOR085W	OST3	P48439	350
YNL274C	GOR1	P53839	350
YNL264C	PDR17	P53844	350
YLR270W	DCS1	Q06151	350
YDR214W	AHA1	Q12449	350
YDR279W	RNH202	Q05635	350
YDR297W	SUR2	P38992	349
YNL084C	END3	P39013	349
YPR129W	SCD6	P45978	349
YGL100W	SEH1	P53011	349
YGL001C	ERG26	P53199	349
YJR019C	TES1	P41903	349
YMR315W	YMR315W	Q04869	349
YOL086C	ADH1	P00330	348
YMR303C	ADH2	P00331	348
YLR377C	FBP1	P09201	348
YKR071C	DRE2	P36152	348
YBR034C	HMT1	P38074	348
YMR234W	RNH1	Q04740	348
YGL039W	YGL039W	P53183	348
YCR034W	ELO2	P25358	347
YBR159W	IFA38	P38286	347
YMR146C	TIF34	P40217	347
YNL141W	AAH1	P53909	347
YDR439W	LRS4	Q04087	347
YLR100W	ERG27	Q12452	347
YGL157W	ARI1	P53111	347
YPR180W	AOS1	Q06624	347
YOR262W	GPN2	Q08726	347
YJR141W	YJR141W	P47172	347
YJL023C	PET130	P47065	347
YCL032W	STE50	P25344	346
YOR075W	UFE1	P41834	346
YGR101W	PCP1	P53259	346
YML015C	TAF11	Q04226	346
YOR007C	SGT2	Q12118	346
YIL154C	IMP2'	P32351	346
YIL023C	YKE4	P40544	346
YIL019W	FAF1	P40546	346
YOR315W	SFG1	Q12507	346
YJR154W	YJR154W	P47181	346
YPR086W	SUA7	P29055	345
YLR447C	VMA6	P32366	345
YKR087C	OMA1	P36163	345
YLR372W	ELO3	P40319	345
YGL175C	SAE2	P46946	345
YGR180C	RNR4	P49723	345
YDR372C	VPS74	Q06385	345
YBL033C	RIB1	P38066	345
YOR091W	TMA46	Q12000	345
YGR165W	MRPS35	P53292	345
YPR127W	YPR127W	Q06494	345
YGL138C	YGL138C	P53122	345
YKR081C	RPF2	P36160	344
YBR149W	ARA1	P38115	344
YBR128C	ATG14	P38270	344
YHR034C	PIH1	P38768	344
YER016W	BIM1	P40013	344
YPL118W	MRP51	Q02950	344
YDL175C	AIR2	Q12476	344
YLR097C	HRT3	Q12347	344
YBR054W	YRO2	P38079	344
YPR004C	AIM45	Q12480	344
YDR541C	YDR541C	Q03049	344
YDL078C	MDH3	P32419	343
YHR076W	PTC7	P38797	343
YGR113W	DAM1	P53267	343
YMR101C	SRT1	Q03175	343
YIR029W	DAL2	P25335	343
YLR375W	STP3	Q05937	343
YOR352W	TFB6	Q08816	343
YGL040C	HEM2	P05373	342
YGR031W	IMO32	P53219	342
YNR035C	ARC35	P53731	342
YLR265C	NEJ1	Q06148	342
YDL065C	PEX19	Q07418	342
YOL151W	GRE2	Q12068	342
YHR106W	TRR2	P38816	342
YEL004W	YEA4	P40004	342
YOL048C	RRT8	Q08219	342
YMR144W	FDO1	P40214	342
YMR126C	DLT1	Q04216	342
YOL107W	YOL107W	Q12239	342
YJR142W	YJR142W	P47173	342
YNR071C	YNR071C	P53757	342
YPL088W	AAD16	Q02895	342
YMR228W	MTF1	P14908	341
YOR026W	BUB3	P26449	341
YGL153W	PEX14	P53112	341
YGR163W	GTR2	P53290	341
YKL164C	PIR1	Q03178	341
YDL099W	BUG1	Q12191	341
YPL004C	LSP1	Q12230	341
YDR411C	DFM1	Q12743	341
YPR057W	BRR1	Q99177	341
YHR210C	YHR210C	P38893	341
YGR283C	YGR283C	P53336	341
YOL007C	CSI2	Q08054	341
YNL290W	RFC3	P38629	340
YFL058W	THI5	P43534	340
YJR105W	ADO1	P47143	340
YLR026C	SED5	Q01590	340
YDR400W	URH1	Q04179	340
YLR151C	PCD1	Q12524	340
YFR055W	IRC7	P43623	340
YHR156C	LIN1	P38852	340
YNL332W	THI12	P42883	340
YJR156C	THI11	P47183	340
YDL244W	THI13	Q07748	340
YML037C	YML037C	Q03703	340
YOR061W	CKA2	P19454	339
YGR086C	PIL1	P53252	339
YDL209C	CWC2	Q12046	339
YGR084C	MRP13	P12686	339
YPL244C	HUT1	Q12520	339
YJR129C	EFM3	P47163	339
YKL093W	MBR1	P23493	339
YJL088W	ARG3	P05150	338
YKL193C	SDS22	P36047	338
YMR127C	SAS2	P40963	338
YDR077W	SED1	Q01589	338
YOR261C	RPN8	Q08723	338
YBL031W	SHE1	P38200	338
YPR056W	TFB4	Q12004	338
YJR008W	MHO1	P47085	338
YOR313C	SPS4	P09937	338
YMR081C	ISF1	P32488	338
YBR050C	REG2	P38232	338
YER156C	YER156C	P40093	338
YDR392W	SPT3	P06844	337
YGL225W	VRG4	P40107	337
YDR265W	PEX10	Q05568	337
YLR017W	MEU1	Q07938	337
YKL151C	NNR2	P36059	337
YKR088C	TVP38	P36164	337
YBR141C	BMT2	P38278	337
YJL116C	NCA3	P46955	337
YEL017W	GTT3	P39996	337
YNL326C	PFA3	P42836	336
YDR126W	SWF1	Q04629	336
YLR007W	NSE1	Q07913	336
YIL096C	BMT5	P40493	336
YMR316W	DIA1	P54005	336
YPR110C	RPC40	P07703	335
YLR354C	TAL1	P15019	335
YPL215W	CBP3	P21560	335
YDL230W	PTP1	P25044	335
YCL055W	KAR4	P25583	335
YGR058W	PEF1	P53238	335
YPL069C	BTS1	Q12051	335
YDR204W	COQ4	O13525	335
YHR101C	BIG1	P38813	335
YEL006W	YEA6	P39953	335
YMR041C	ARA2	Q04212	335
YFR025C	HIS2	P38635	335
YKL085W	MDH1	P17505	334
YER179W	DMC1	P25453	334
YHR085W	IPI1	P38803	334
YPL227C	ALG5	P40350	334
YDR051C	DET1	Q99288	334
YNL316C	PHA2	P32452	334
YBR046C	ZTA1	P38230	334
YML107C	PML39	Q03760	334
YPL111W	CAR1	P00812	333
YER161C	SPT2	P06843	333
YAL020C	ATS1	P31386	333
YCR036W	RBK1	P25332	333
YGR043C	NQM1	P53228	333
YJR009C	TDH2	P00358	332
YGR192C	TDH3	P00359	332
YJL052W	TDH1	P00360	332
YHL025W	SNF6	P18888	332
YGR080W	TWF1	P53250	332
YML019W	OST6	Q03723	332
YPL055C	LGE1	Q02796	332
YCR021C	HSP30	P25619	332
YNL180C	RHO5	P53879	331
YJL213W	YJL213W	P40896	331
YNL097C	PHO23	P50947	330
YDR267C	CIA1	Q05583	330
YLR181C	VTA1	Q06263	330
YOR246C	ENV9	Q08651	330
YHL009C	YAP3	P38749	330
YJL208C	NUC1	P08466	329
YHR083W	SAM35	P14693	329
YKL018W	SWD2	P36104	329
YOR142W	LSC1	P53598	329
YKR013W	PRY2	P36110	329
YBR104W	YMC2	P38087	329
YDL243C	AAD4	Q07747	329
YDR044W	HEM13	P11353	328
YGL091C	NBP35	P52920	328
YGR015C	EAT1	P53208	328
YKR062W	TFA2	P36145	328
YDR435C	PPM1	Q04081	328
YLR239C	LIP2	Q06005	328
YPR128C	ANT1	Q06497	328
YBR129C	OPY1	P38271	328
YJR107W	LIH1	P47145	328
YDL057W	YDL057W	Q07379	328
YDL037C	BSC1	Q12140	328
YDL014W	NOP1	P15646	327
YHR104W	GRE3	P38715	327
YIL084C	SDS3	P40505	327
YMR060C	SAM37	P50110	327
YJL031C	BET4	Q00618	327
YDL205C	HEM3	P28789	327
YIL063C	YRB2	P40517	327
YJR093C	FIP1	P45976	327
YOR271C	FSF1	Q12029	327
YOR100C	CRC1	Q12289	327
YJR100C	AIM25	P47140	327
YNR062C	YNR062C	P53748	327
YGR144W	THI4	P32318	326
YKL218C	SRY1	P36007	326
YBL068W	PRS4	P38063	326
YNL217W	PPN2	P40152	326
YOR340C	RPA43	P46669	326
YML004C	GLO1	P50107	326
YDR058C	TGL2	P54857	326
YLR426W	TDA5	Q06417	326
YIL041W	GVP36	P40531	326
YPR011C	YPR011C	Q12251	326
YHR139C	SPS100	P13130	326
YPR176C	BET2	P20133	325
YDR530C	APA2	P22108	325
YHR143W	DSE2	P38844	325
YJR070C	LIA1	P47120	325
YKL163W	PIR3	Q03180	325
YPL273W	SAM4	Q08985	325
YJL180C	ATP12	P22135	325
YAL018C	LDS1	P31379	325
YDR151C	CTH1	P47976	325
YKL120W	OAC1	P32332	324
YBR211C	AME1	P38313	324
YLL062C	MHT1	Q12525	324
YDR124W	YDR124W	Q04608	324
YAL037C-B	YAL037C-B	Q8TGR8	324
YOL094C	RFC4	P40339	323
YJL006C	CTK2	P46962	323
YNL025C	SSN8	P47821	323
YDR480W	DIG2	Q03373	323
YGR007W	ECT1	P33412	323
YNL098C	RAS2	P01120	322
YGL115W	SNF4	P12904	322
YCR002C	CDC10	P25342	322
YNL002C	RLP7	P40693	322
YLR220W	CCC1	P47818	322
YLR316C	TAD3	Q9URQ3	322
YKR022C	NTR2	P36118	322
YNL284C	MRPL10	P36520	322
YOL073C	DSC2	Q08232	322
YJR095W	SFC1	P33303	322
YCL050C	APA1	P16550	321
YBR290W	BSD2	P38356	321
YHR195W	NVJ1	P38881	321
YDR460W	TFB3	Q03290	321
YLR242C	ARV1	Q06541	321
YPL206C	PGC1	Q08959	321
YER037W	PHM8	P40025	321
YNR034W	SOL1	P50278	321
YDR347W	MRP1	P10662	321
YHR198C	AIM18	P38884	321
YLR257W	YLR257W	Q06146	321
YBR265W	TSC10	P38342	320
YHL011C	PRS3	P38689	320
YKR080W	MTD1	Q02046	320
YNL215W	IES2	P40154	320
YGL136C	MRM2	P53123	320
YMR180C	CTL1	Q03220	320
YDR033W	MRH1	Q12117	320
YIL077C	PUP1	P40508	320
YDL183C	YDL183C	P48569	320
YGL081W	YGL081W	P53156	320
YDR353W	TRR1	P29509	319
YMR116C	ASC1	P38011	319
YIR011C	STS1	P38637	319
YOR143C	THI80	P35202	319
YLR439W	MRPL4	P36517	319
YLR457C	NBP1	P52919	319
YDR175C	RSM24	Q03976	319
YOR342C	YOR342C	Q12182	319
YIL021W	RPB3	P16370	318
YBL030C	PET9	P18239	318
YOR288C	MPD1	Q12404	318
YCR069W	CPR4	P25334	318
YER099C	PRS2	P38620	318
YPL266W	DIM1	P41819	318
YOR158W	PET123	P17558	318
YNL315C	ATP11	P32453	318
YIL117C	PRM5	P40476	318
YNR003C	RPC34	P32910	317
YPL087W	YDC1	Q02896	317
YMR048W	CSM3	Q04659	317
YDR352W	YPQ2	Q06328	317
YLR205C	HMX1	P32339	317
YNR027W	BUD17	P53727	317
YOL002C	IZH2	Q12442	317
YGR213C	RTA1	P53047	317
YPR013C	CMR3	Q12145	317
YCR015C	CTO1	P25616	317
YMR310C	YMR310C	Q04867	317
YDL218W	YDL218W	Q07629	317
YCL059C	KRR1	P25586	316
YKL019W	RAM2	P29703	316
YGL212W	VAM7	P32912	316
YBR183W	YPC1	P38298	316
YHR142W	CHS7	P38843	316
YNR054C	ESF2	P53743	316
YGR062C	COX18	P53239	316
YBR151W	APD1	P38281	316
YDR492W	IZH1	Q03419	316
YNL058C	YNL058C	P53947	316
YCR100C	YCR100C	P25606	316
YPL039W	YPL039W	Q03080	316
YBR175W	SWD3	P38123	315
YPL157W	TGS1	Q12052	315
YCR073W-A	SOL2	P37262	315
YMR274C	RCE1	Q03530	315
YHL026C	YHL026C	P38740	315
YPR114W	YPR114W	Q06107	315
YJR021C	REC107	P21651	314
YKL216W	URA1	P28272	314
YHR061C	GIC1	P38785	314
YIL106W	MOB1	P40484	314
YNL263C	YIF1	P53845	314
YMR241W	YHM2	Q04013	314
YJL133W	MRS3	P10566	314
YNL063W	MTQ1	P53944	314
YDR336W	MRX8	Q05473	314
YGR096W	TPC1	P53257	314
YLR283W	YLR283W	Q05867	314
YGR282C	BGL2	P15703	313
YNL322C	KRE1	P17260	313
YKL094W	YJU3	P28321	313
YOR006C	TSR3	Q12094	313
YKL110C	KTI12	P34253	313
YOR079C	ATX2	Q12067	313
YMR262W	YMR262W	P38430	313
YMR206W	YMR206W	Q03695	313
YLR340W	RPP0	P05317	312
YFR034C	PHO4	P07270	312
YOR120W	GCY1	P14065	312
YOL096C	COQ3	P27680	312
YER133W	GLC7	P32598	312
YLR308W	CDA2	Q06703	312
YDL124W	YDL124W	Q07551	312
YML125C	PGA3	Q12746	312
YHR144C	DCD1	P06773	312
YDL236W	PHO13	P19881	312
YBR176W	ECM31	P38122	312
YEL029C	BUD16	P39988	312
YMR299C	DYN3	Q04949	312
YOR164C	GET4	Q12125	312
YDR368W	YPR1	Q12458	312
YOL101C	IZH4	Q99393	312
YML087C	AIM33	Q04516	312
YGR127W	YGR127W	P53275	312
YCL049C	YCL049C	P25577	312
YDL047W	SIT4	P20604	311
YBR039W	ATP3	P38077	311
YJR077C	MIR1	P23641	311
YJL117W	PHO86	P46956	311
YLR209C	PNP1	Q05788	311
YDL021W	GPM2	Q12008	311
YIL134W	FLX1	P40464	311
YML050W	AIM32	Q04689	311
YGL146C	RRT6	P53117	311
YBR061C	TRM7	P38238	310
YJL196C	ELO1	P39540	310
YNR007C	ATG3	P40344	310
YGR231C	PHB2	P50085	310
YML121W	GTR1	Q00582	310
YDL015C	TSC13	Q99190	310
YMR267W	PPA2	P28239	310
YGL161C	YIP5	P53108	310
YGR284C	ERV29	P53337	310
YPL134C	ODC1	Q03028	310
YOR279C	RFM1	Q12192	310
YHR199C	AIM46	P38885	310
YKL091C	YKL091C	P33324	310
YDR068W	DOS2	P54858	310
YDR090C	YDR090C	Q03193	310
YOR101W	RAS1	P01119	309
YMR056C	AAC1	P04710	309
YOR065W	CYT1	P07143	309
YGL043W	DST1	P07273	309
YCL009C	ILV6	P25605	309
YHR187W	IKI1	P38874	309
YGR060W	ERG25	P53045	309
YDL222C	FMP45	Q07651	309
YIL145C	PAN6	P40459	309
YNL177C	MRPL22	P53881	309
YOR107W	RGS2	Q99188	309
YGR208W	SER2	P42941	309
YKL107W	YKL107W	P34251	309
YFR045W	YFR045W	P43617	309
YJR083C	ACF4	P47129	309
YOR292C	YOR292C	Q08743	309
YDL127W	PCL2	P25693	308
YDR075W	PPH3	P32345	308
YOL092W	YPQ1	Q12010	308
YNR028W	CPR8	P53728	308
YDL114W	YDL114W	Q07530	308
YCL074W	TY5A	P25600	308
YBR085W	AAC3	P18238	307
YGR104C	SRB5	P32585	307
YJL126W	NIT2	P47016	307
YML110C	COQ5	P49017	307
YNL072W	RNH201	P53942	307
YPR058W	YMC1	P32331	307
YBR251W	MRPS5	P33759	307
YDL119C	HEM25	Q07534	307
YOR222W	ODC2	Q99297	307
YKR075C	YKR075C	P36155	307
YHL013C	OTU2	P38747	307
YDL108W	KIN28	P06242	306
YAL025C	MAK16	P10962	306
YMR055C	BUB2	P26448	306
YAR015W	ADE1	P27616	306
YFR004W	RPN11	P43588	306
YDR374C	PHO92	Q06390	306
YPL177C	CUP9	P41817	306
YKL183W	LOT5	P34234	306
YDL045C	FAD1	P38913	306
YKR104W	YKR104W	P0CE69	306
YER186C	YER186C	P40101	306
YPR192W	AQY1	P0CD91	305
YKR026C	GCN3	P14741	305
YPL031C	PHO85	P17157	305
YDR280W	RRP45	Q05636	305
YGR277C	CAB4	P53332	305
YOR074C	CDC21	P06785	304
YJR007W	SUI2	P20459	304
YMR079W	SEC14	P24280	304
YBR228W	SLX1	P38324	304
YLR455W	PDP3	Q06188	304
YPR147C	YPR147C	Q06522	304
YOR251C	TUM1	Q08686	304
YDL179W	PCL9	Q12477	304
YKR052C	MRS4	P23500	304
YDR123C	INO2	P26798	304
YMR281W	GPI12	P23797	304
YPL186C	UIP4	Q08926	304
YDL052C	SLC1	P33333	303
YNL006W	LST8	P41318	303
YBR231C	SWC5	P38326	303
YDR288W	NSE3	Q05541	303
YOL056W	GPM3	Q12326	303
YER185W	PUG1	P40100	303
YOR238W	YOR238W	Q08634	303
YKL150W	MCR1	P36060	302
YER106W	MAM1	P40065	302
YML052W	SUR7	P54003	302
YDR446W	ECM11	Q04110	302
YOR228C	MCP1	Q12106	302
YER076C	YER076C	P40049	302
YMR130W	YMR130W	Q04223	302
YFL044C	OTU1	P43558	301
YBR024W	SCO2	P38072	301
YNL194C	YNL194C	P40169	301
YPL064C	CWC27	Q02770	301
YLR307W	CDA1	Q06702	301
YPR061C	JID1	Q12350	301
YPL054W	LEE1	Q02799	301
YGR044C	RME1	P32338	300
YIL061C	SNP1	Q00916	300
YPR139C	LOA1	Q06508	300
YOR287C	RRP36	Q12481	300
YPL132W	COX11	P19516	300
YLR172C	DPH5	P32469	300
YDL198C	GGC1	P38988	300
YER053C	PIC2	P40035	300
YLR146C	SPE4	Q12455	300
YNL204C	SPS18	P32572	300
YER175C	TMT1	P32643	299
YJL079C	PRY1	P47032	299
YGL162W	SUT1	P53032	299
YLR018C	POM34	Q12445	299
YGL254W	FZF1	P32805	299
YJL068C	YJL068C	P40363	299
YPR066W	UBA3	Q99344	299
YBR291C	CTP1	P38152	299
YNL156C	NSG2	P53898	299
YBR160W	CDC28	P00546	298
YBR119W	MUD1	P32605	298
YNL196C	SLZ1	P40167	298
YJR150C	DAN1	P47178	298
YNL265C	IST1	P53843	298
YLR348C	DIC1	Q06143	298
YBR040W	FIG1	P38224	298
YFL059W	SNZ3	P43545	298
YNL333W	SNZ2	P53824	298
YAR031W	PRM9	P39551	298
YIL044C	AGE2	P40529	298
YLL056C	YLL056C	Q12177	298
YCL031C	RRP7	P25368	297
YPL131W	RPL5	P26321	297
YIL124W	AYR1	P40471	297
YNL305C	BXI1	P48558	297
YMR096W	SNZ1	Q03148	297
YLR208W	SEC13	Q04491	297
YMR099C	YMR099C	Q03161	297
YER055C	HIS1	P00498	297
YPL173W	MRPL40	P36534	297
YGR017W	YGR017W	P53210	297
YER142C	MAG1	P22134	296
YGL044C	RNA15	P25299	296
YBR147W	RTC2	P38279	296
YIL076W	SEC28	P40509	296
YML112W	CTK3	P46963	296
R0040C	REP2	P03872	296
YDR054C	CDC34	P14682	295
YKR037C	SPC34	P36131	295
YHR046C	INM1	P38710	295
YHR058C	MED6	P38782	295
YHR088W	RPF1	P38805	295
YMR183C	SSO2	P39926	295
YOR028C	CIN5	P40917	295
YDR233C	RTN1	Q04947	295
YOR083W	WHI5	Q12416	295
YBR037C	SCO1	P23833	295
YKL128C	PMU1	P36069	295
YFR047C	BNA6	P43619	295
YMR025W	CSI1	Q04368	295
YFR041C	ERJ5	P43613	295
YDL173W	PAR32	Q12515	295
YHL034C	SBP1	P10080	294
YJL145W	SFH5	P47008	294
YDR489W	SLD5	Q03406	294
YPR199C	ARR1	Q06596	294
YPL149W	ATG5	Q12380	294
YPR109W	GLD1	Q06104	294
YHR029C	YHI9	P38765	294
YPR005C	HAL1	Q01766	294
YDR184C	ATC1	Q04005	294
YDL076C	RXT3	Q07458	294
YOR114W	CIM1	Q12219	294
YOL001W	PHO80	P20052	293
YHR062C	RPP1	P38786	293
YIL003W	CFD1	P40558	293
YOL093W	TRM10	Q12400	293
YGR222W	PET54	P10834	293
YPR069C	SPE3	Q12074	293
YJL185C	ATG36	P46983	293
YLR091W	GEP5	Q12393	293
YPL068C	YPL068C	Q02749	293
YNL202W	SPS19	P32573	292
YBL050W	SEC17	P32602	292
YKL052C	ASK1	P35734	292
YNL232W	CSL4	P53859	292
YMR039C	SUB1	P54000	292
YDR287W	INM2	Q05533	292
YDR237W	MRPL7	P36519	292
YJR088C	EMC2	P47133	292
YOR223W	DSC3	Q12015	292
